"Song_Title","Band","Album_Name","Year_of_First_Release","Single","Writers","Track_Number","Song_Duration","Record_Label","Key","Mode","Loudness","Tempo","Acousticness","Danceability","Energy","Instrumentalness","Liveness","Speechiness","Valence","Genres","Styles","Moods","Themes","British_Charts","UK_Debut_Date","UK_Peak_Pos","UK_Chart_Weeks","US_100","US_Debut_Date","US_Peak_Pos","US_Chart_Weeks","Year","AUS","CAN","GER","NLD","NZ","SWE","SWI","Certifications"
"The Unforgiven","Metallica","Metallica","1991","Yes","James Hetfield, Lars Ulrich, Kirk Hammett","1","6:27","Elektra",7,1,-9.47,139.503,0.0184,0.531,0.583,0.00624,0.255,0.0256,0.207,"Pop/Rock","Heavy Metal, Hard Rock, Hard Rock, Pop/Rock","Bleak, Reflective, Somber, Gloomy, Menacing, Ominous, Searching, Self-Conscious, Weary, Angst-Ridden","Winter","Yes","09 Nov 1991","15","4","Yes","12.07.91","35","17","1991","10","-","47","25","24","32","-","RIAA: Gold[3]
ARIA: 2× Platinum[78]
BPI: Silver[23]"
"The Unforgiven Ii","Metallica","Reload","1997","Yes","James Hetfield, Lars Ulrich, Kirk Hammett","4","06:36","Elektra",8,0,-4.533,132.978,0.000514,0.49,0.884,0.00177,0.27,0.0428,0.254,"Pop/Rock","Heavy Metal, Hard Rock","Suffocating, Cathartic, Crunchy, Epic, Fierce, Volatile, Confrontational, Intense, Provocative, Rambunctious, Uncompromising, Visceral, Aggressive, Angry, Bitter, Cerebral, Earnest, Fiery, Gritty, Tense/Anxious, Theatrical, Tough, Gloomy, Hostile, Nihilistic, Searching, Wistful, Yearning, Dramatic, Harsh, Ominous, Rebellious, Bleak, Menacing, Malevolent","Maverick, Revolution, Victory","Yes","07 Mar 1998","15","4","Yes","04.04.98","59","15","-","-","-","-","-","-","-","-","-"
"The Unforgiven Iii","Metallica","Death Magnetic","2008","No","James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo ","7","07:46","Vertigo",4,0,-3.485,121.555,0.00203,0.298,0.766,3.84e-06,0.117,0.0347,0.0923,"Pop/Rock","Heavy Metal, Hard Rock, Speed/Thrash Metal","Cathartic, Crunchy, Earnest, Searching, Tense/Anxious, Theatrical, Suffocating, Uncompromising, Aggressive, Dramatic, Elaborate, Insular, Intense, Tough, Angry, Fiery","Maverick, Revolution, Victory, Introspection, Regret, Solitude","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"The Unnamed Feeling","Metallica","St. Anger","2003","Yes","James Hetfield, Lars Ulrich, Kirk Hammett, Bob Rock ","9",NA,"Elektra",8,1,-5.235,140.421,0.000826,0.469,0.915,0.00421,0.11,0.0643,0.441,"Pop/Rock","Heavy Metal, Hard Rock, Speed/Thrash Metal","Suffocating, Cathartic, Crunchy, Epic, Fierce, Volatile, Confrontational, Intense, Provocative, Rambunctious, Uncompromising, Visceral, Aggressive, Angry, Bitter, Cerebral, Earnest, Fiery, Gritty, Tense/Anxious, Theatrical, Tough, Gloomy, Hostile, Nihilistic, Searching, Dramatic, Harsh, Ominous, Rebellious, Bleak, Menacing, Malevolent","Feeling Blue, Loss/Grief, Maverick, Revolution, Victory","Yes","24 Jan 2004","42","2","No","-","-","-","2004","23","-","24","20","-","37","47","-"
"Until It Sleeps","Metallica","Load","1996","Yes","James Hetfield, Lars Ulrich","1","4:33","Elektra",8,0,-4.458,113.357,0.000223,0.562,0.919,0.113,0.142,0.0293,0.728,"Pop/Rock","Heavy Metal, Speed/Thrash Metal, Hard Rock, Alternative Pop/Rock","Suffocating, Cathartic, Crunchy, Epic, Fierce, Nocturnal, Volatile, Angst-Ridden, Confrontational, Intense, Provocative, Rambunctious, Rousing, Uncompromising, Visceral, Yearning, Aggressive, Angry, Bitter, Cerebral, Earnest, Fiery, Gritty, Tense/Anxious, Theatrical, Tough, Gloomy, Hostile, Nihilistic, Searching, Dramatic, Harsh, Ominous, Rebellious, Bleak, Menacing, Malevolent","Imagination, In Love, Maverick, Revolution, Victory","Yes","01 Jun 1996","5","5","Yes","06.08.96","10","20","1996","1","-","15","5","11","1","22","RIAA: Gold[3]
ARIA: Gold[79]
GLF: Gold[32]
IFPI NOR: Gold[28]"
"The View","Metallica","Lulu","2011","Yes","Lou Reed, James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo ","2","05:20","Warner Bros.",7,0,-2.944,142.786,0.000294,0.305,0.918,0,0.113,0.0752,0.282,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"The Wait","Metallica","The $5.98 E.P.: GarageDays Re-Revisited","1987","No","Jaz Coleman, Geordie Walker, Martin Glover, Paul Ferguson","3","4:55","Elektra",9,0,-6.607,82.072,2.37e-05,0.473,0.969,0.61,0.0903,0.0434,0.664,"Pop/Rock","Heavy Metal, Hard Rock","Suffocating, Cathartic, Crunchy, Epic, Fierce, Volatile, Confrontational, Intense, Provocative, Rambunctious, Uncompromising, Visceral, Aggressive, Angry, Bitter, Cerebral, Earnest, Fiery, Gritty, Tense/Anxious, Theatrical, Tough, Gloomy, Hostile, Nihilistic, Searching, Dramatic, Harsh, Ominous, Rebellious, Bleak, Menacing, Malevolent","Maverick, Revolution, Victory","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Wasting My Hate","Metallica","Load","1996","No","James Hetfield, Lars Ulrich, Kirk Hammett","10","03:57","Elektra",8,1,-5.684,81.461,0.000108,0.512,0.92,0.0272,0.111,0.0493,0.432,"Pop/Rock","Heavy Metal, Hard Rock","Suffocating, Cathartic, Crunchy, Epic, Fierce, Volatile, Confrontational, Intense, Provocative, Rambunctious, Uncompromising, Visceral, Aggressive, Angry, Bitter, Cerebral, Earnest, Fiery, Gritty, Tense/Anxious, Theatrical, Tough, Gloomy, Hostile, Nihilistic, Searching, Dramatic, Harsh, Ominous, Rebellious, Bleak, Menacing, Malevolent","Feeling Blue, Maverick, Politics/Society, Revolution, Victory","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"We're A Happy Family","Metallica","St. Anger","2003","No","Joey Ramone, Johnny Ramone, Dee Dee Ramone, Tommy Ramone",NA,NA,"Elektra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Welcome Home (Sanitarium)","Metallica","Master of Puppets","1986","No","James Hetfield, Lars Ulrich, Kirk Hammett","4","06:28","Elektra",0,1,-9.676,97.944,0.000305,0.309,0.767,0.151,0.0967,0.033,0.413,"Pop/Rock","Heavy Metal, Speed/Thrash Metal, Hard Rock","Angry, Cathartic, Energetic, Visceral, Fiery, Rousing, Brash, Confrontational, Exuberant, Reckless, Rowdy, Boisterous, Menacing, Raucous, Rebellious","Hanging Out, Drinking, Mischief, Cool & Cocky, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Where The Wild Things Are","Metallica","Reload","1997","No","James Hetfield, Lars Ulrich, Jason Newsted","9","06:52","Elektra",11,1,-4.844,92.221,0.000375,0.454,0.888,0.0204,0.109,0.0485,0.166,"Pop/Rock","Heavy Metal, Hard Rock","Suffocating, Cathartic, Crunchy, Epic, Fierce, Volatile, Confrontational, Intense, Provocative, Rambunctious, Uncompromising, Visceral, Aggressive, Angry, Bitter, Cerebral, Earnest, Fiery, Gritty, Tense/Anxious, Theatrical, Tough, Gloomy, Hostile, Nihilistic, Searching, Dramatic, Harsh, Ominous, Rebellious, Bleak, Menacing, Malevolent","Maverick, Revolution, Victory","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Wherever I May Roam","Metallica","Metallica","1991","Yes","James Hetfield, Lars Ulrich","5","06:44","Elektra",9,0,-7.459,131.383,0.000646,0.539,0.834,0.000516,0.119,0.0364,0.339,"Pop/Rock","Heavy Metal, Speed/Thrash Metal, Hard Rock","Angry, Cathartic, Energetic, Nocturnal, Angst-Ridden, Fiery, Rousing, Volatile, Yearning, Brash, Confrontational, Dramatic, Exuberant, Ominous, Reckless, Rowdy, Theatrical, Boisterous, Menacing, Raucous, Rebellious, Visceral","Hanging Out, Drinking, Mischief, Cool & Cocky, Guys Night Out, Imagination, In Love","Yes","31 Oct 1992","25","4","Yes","07.18.92","82","7","1992","14","-","30","22","8","28","-","ARIA: Platinum[78]"
"Whiplash","Metallica","Kill 'Em All","1983","Yes","James Hetfield, Lars Ulrich","6","04:10","Blackened Recordings / Rhino",4,0,-6.474,158.045,0.000608,0.386,0.911,0.443,0.135,0.0956,0.188,"Pop/Rock","Heavy Metal","Volatile, Aggressive, Menacing, Hostile, Malevolent, Ominous, Rebellious, Tough, Dramatic, Harsh, Street-Smart","Mischief, Night Driving, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"'Cause I Love You","Scorpions","Lovedrive","1978","No","Meine","9","4:31","Mercury",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"10 Light Years Away","Scorpions","Eye II Eye","1998","Yes","Klaus Meine","4","3:52","WEA International",6,1,-6.101,170.571,0.0325,0.559,0.812,0.0713,0.154,0.036,0.743,"Pop/Rock","Heavy Metal, Pop-Metal",NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"321","Scorpions","Humanity:Hour I","2006","No","Schenker, Child, Frederiksen, Paige","6","3:53","PID / BMG / RCA",5,1,-3.806,129.06,0.000129,0.556,0.898,0.00324,0.0876,0.0627,0.489,"Pop/Rock","Hard Rock, Heavy Metal, Album Rock, Contemporary Pop/Rock, Hair Metal, Arena Rock","Atmospheric, Complex, Confident, Dramatic, Dreamy, Energetic, Exuberant, Indulgent, Literate, Melancholy, Ominous, Refined, Rousing, Stylish, Theatrical",NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"A Moment In A Million Years","Scorpions","Eye II Eye","1998","No","Klaus Meine","14","3:38","WEA International",0,1,-6.584,77.792,0.702,0.357,0.453,3.29e-06,0.151,0.0517,0.178,"Pop/Rock","Heavy Metal, Pop-Metal","Yearning",NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Action","Scorpions","Lonesome Crow","1971","No","Scorpions","6","3:56","Rhino",9,0,-8.951,134.289,0.138,0.373,0.664,0.157,0.453,0.063,0.551,"International, Pop/Rock","Contemporary Pop/Rock, Hard Rock, Prog-Rock","Lively",NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Aleyah","Scorpions","Eye II Eye","1998","No","Klaus Meine","13","4:19","WEA International",9,0,-4.574,113.277,5.05e-06,0.537,0.924,0.148,0.105,0.0388,0.51,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Alien Nation","Scorpions","Face the Heat","1993","Yes","Rudolf Schenker, Klaus Meine","1","5:44","Mercury",8,1,-3.609,97.972,0.000118,0.457,0.964,0.762,0.248,0.0582,0.306,"Pop/Rock","Heavy Metal, Pop-Metal","Aggressive, Rousing",NA,"No","-","-","-","No","-","-","-","1993","-","-","27","-","-","-","-","-"
"All For One","Scorpions","Return to Forever","2011","No","Meine, Andersson, Hansen","5","2:58","Sony Music",0,1,-4.056,121.937,0.0147,0.611,0.946,0.000121,0.306,0.101,0.621,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"All Night Long","Scorpions","Animal Magnetism","1979","Yes","Meine","15","4:59","Mercury",1,0,-10.411,77.469,0.0316,0.289,0.847,0.497,0.326,0.0964,0.345,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Always Somewhere","Scorpions","Lovedrive","1978","No","Meine","3","4:56","Mercury",0,1,-12.074,113.998,0.0783,0.511,0.371,0.000864,0.112,0.0298,0.185,"Pop/Rock, Electronic","Heavy Metal, Pop-Metal, Club/Dance, Contemporary Pop/Rock, Hard Rock","Nostalgic, Romantic, Sentimental, Yearning","In Love","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"American Girls","Scorpions","Animal Magnetism","1979","No","Meine","12","3:29","Mercury",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Animal Magnetism","Scorpions","Animal Magnetism","1979","No","Meine, Rarebell","9","5:56","Mercury",6,0,-11.898,105.14,0.000112,0.274,0.58,0.53,0.278,0.0584,0.233,"Pop/Rock","Heavy Metal, Pop-Metal","Yearning","Seduction, Sex, In Love","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Another Piece Of Meat","Scorpions","Lovedrive","1978","Yes","Rarebell","2","3:30","Mercury",4,1,-8.736,102.051,0.000517,0.448,0.849,0.0171,0.405,0.0345,0.906,"Pop/Rock","Heavy Metal, Pop-Metal","Aggressive, Rousing",NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Are You The One?","Scorpions","Pure Instinct","1996","No","Klaus Meine","11","3:15","Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pop/Rock","Heavy Metal, Pop-Metal","Ominous, Sad, Yearning","In Love","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Arizona","Scorpions","Blackout","1981","No","Rarebell","7","3:56","Mercury",4,1,-10.134,123.222,0.0229,0.527,0.736,0.0073,0.131,0.0423,0.875,"Pop/Rock","Hard Rock","Cheerful",NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"As Soon As The Good Times Roll","Scorpions","Love at First Sting","1983","No","Klaus Meine","7","5:01","Mercury",11,0,-13.569,130.438,0.177,0.385,0.516,0.00124,0.311,0.05,0.622,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Backstage Queen","Scorpions","Virgin Killer","1976","No","Meine, Schenker","4","3:10","BMG International",1,1,-11.916,135.62,0.00532,0.425,0.682,0.000489,0.0947,0.0583,0.638,"Pop/Rock","Heavy Metal, Pop-Metal","Aggressive, Energetic, Rousing",NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Bad Boys Running Wild","Scorpions","Love at First Sting","1983","No","MeineHerman Rarebell","1","3:54","Mercury",4,0,-11.385,134.497,0.0253,0.565,0.783,4.42e-05,0.342,0.0564,0.595,"Pop/Rock","Heavy Metal, Pop-Metal","Aggressive","Cool & Cocky","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Believe In Love","Scorpions","Savage Amusement","1987","Yes",NA,"9","5:20","Mercury / Island / mercury",3,1,-13.153,132.561,0.151,0.521,0.446,0.0213,0.141,0.0297,0.364,"Pop/Rock","Heavy Metal, Pop-Metal","Yearning","In Love, Motivation","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Big City Nights","Scorpions","Love at First Sting","1983","Yes","Klaus Meine","6","4:08","Mercury",9,0,-11.779,137.662,0.00152,0.532,0.723,0.00425,0.078,0.0333,0.866,"Pop/Rock","Heavy Metal, Pop-Metal","Rousing","Celebration","Yes","25 Aug 1984","76","3","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Blackout","Scorpions","Blackout","1981","No","Klaus Meine, Herman Rarebell, Sonja Kittelsen","1","3:49","Mercury",9,1,-9.757,89.368,0.00676,0.263,0.84,0.356,0.7,0.0527,0.714,"Pop/Rock","Heavy Metal, Pop-Metal",NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Blood Too Hot","Scorpions","Unbreakable","2003","No","Meine","5","4:16","Sanctuary",2,0,-4.443,173.122,0.000467,0.306,0.934,0.00436,0.121,0.188,0.466,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Borderline","Scorpions","Unbreakable","2003","No","Meine","4","4:53","Sanctuary",11,1,-3.935,109.008,0.00248,0.527,0.858,0.0094,0.251,0.0777,0.326,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Born To Touch Your Feelings","Scorpions","Taken by Force","1977","No","Schenker, Meine","8","7:40","Toshiba EMI",8,0,-9.383,88.073,0.413,0.259,0.468,6.07e-06,0.161,0.035,0.136,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"But The Best For You","Scorpions","Pure Instinct","1996","No","Klaus Meine","2","5:26","Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pop/Rock","Heavy Metal, Pop-Metal","Yearning","Feeling Blue, In Love, Loss/Grief","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Call Of The Wild","Scorpions","Rock Believer","2020","No","Klaus Meine","10","5:20","Spinefarm Records",1,1,-2.526,126.03,0.00334,0.493,0.934,0.000361,0.0933,0.0399,0.32,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Can You Feel It","Scorpions","Unbreakable","2003","No","Kottak, Meine","10","3:49","Sanctuary",8,1,-4.534,92.994,0.000144,0.534,0.857,0.000102,0.138,0.0473,0.333,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Can't Get Enough","Scorpions","Lovedrive","1978","No","Meine","5","2:36","Mercury",9,1,-8.129,136.519,5.8e-05,0.19,0.916,0.0392,0.0368,0.0754,0.578,"Electronic, Pop/Rock","Club/Dance, Contemporary Pop/Rock, Hard Rock","Aggressive, Boisterous, Lively","In Love, Motivation","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Can't Live Without You","Scorpions","Blackout","1981","Yes","Meine","2","3:47","Mercury",9,0,-9.777,151.785,0.0337,0.5,0.851,0.00161,0.0583,0.0732,0.638,"Pop/Rock","Heavy Metal, Pop-Metal","Rousing",NA,"Yes","17 Jul 1982","63","2","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Catch Your Luck And Play","Scorpions","Return to Forever","2011","No","Meine, Andersson, Hansen","7","3:33","Sony Music",4,1,-4.723,95.963,0.000158,0.461,0.859,0.000662,0.305,0.0396,0.479,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Catch Your Train","Scorpions","Virgin Killer","1976","No","Meine, Schenker","2","3:32","BMG International",1,1,-9.421,159.808,0.0988,0.214,0.798,0.0326,0.0874,0.0581,0.387,"Pop/Rock","Heavy Metal, Pop-Metal, Hard Rock","Rousing",NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"China White","Scorpions","Blackout","1981","No","Meine","8","6:59","Mercury",4,1,-11.383,78.424,0.0014,0.275,0.48,0.0174,0.116,0.0295,0.497,"Electronic, Pop/Rock","Hard Rock, Club/Dance","Aggressive, Boisterous, Dramatic, Gloomy",NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Coast To Coast","Scorpions","Lovedrive","1978","No",NA,"4","4:42","Mercury",0,1,-10.301,112.844,0.000151,0.417,0.565,0.876,0.0507,0.0359,0.368,"Pop/Rock","Heavy Metal, Pop-Metal","Aggressive",NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Cold","Scorpions","Humanity:Hour I","2006","No","Jabs, Child, Bazilian, Frederiksen","13","3:52","PID / BMG / RCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Coming Home","Scorpions","Love at First Sting","1983","No","Klaus Meine","4","4:58","Mercury",9,1,-13.27,110.495,0.00117,0.284,0.829,0.0115,0.077,0.0738,0.0618,"Pop/Rock","Heavy Metal, Pop-Metal","Yearning",NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Crazy World","Scorpions","Crazy World","1990","No","Meine, Schenker, Rarebell, Vallance","10","5:08","Mercury",11,0,-7.843,122.558,0.000429,0.455,0.944,0.247,0.145,0.0722,0.172,"Pop/Rock","Heavy Metal, Pop-Metal","Aggressive, Rousing",NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Crossfire","Scorpions","Love at First Sting","1983","No","Klaus Meine","8","4:31","Mercury",4,0,-13.84,93.556,0.0052,0.401,0.437,0.000169,0.143,0.0308,0.644,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Crossing Borders","Scorpions","Rock Believer","2020","No","Klaus Meine","15","3:38","Spinefarm Records",9,1,-2.269,102.017,0.000486,0.441,0.913,0.000142,0.294,0.0406,0.548,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Crying Days","Scorpions","Virgin Killer","1976","No","Meine, Schenker","7","4:36","BMG International",6,0,-12.005,129.09,0.0444,0.237,0.467,0.000111,0.471,0.0414,0.432,"Pop/Rock","Heavy Metal, Pop-Metal","Brooding",NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Daddy's Girl","Scorpions","Face the Heat","1993","No","Schenker, Meine","13","4:18","Mercury",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pop/Rock","Heavy Metal, Pop-Metal",NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Dancing In The Moonlight","Scorpions","Savage Amusement","1987","No",NA,"13","3:07","Mercury / Island / mercury",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Dark Lady","Scorpions","In Trance","1975","No","Ulrich Roth","1","3:30","Bmg Victor",3,0,-9.665,141.33,0.0549,0.194,0.823,0.000965,0.369,0.0728,0.365,"Pop/Rock","Heavy Metal, Pop-Metal","Rousing","Seduction, Sex","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Deep And Dark","Scorpions","Unbreakable","2003","No","Meine, Matthias Jabs","3","3:39","Sanctuary",8,1,-5.019,125.054,4.99e-05,0.519,0.902,0.07,0.224,0.053,0.293,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Destin","Scorpions","Face the Heat","1993","No","Schenker, Meine","12","3:17","Mercury",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pop/Rock","Heavy Metal, Pop-Metal","Laid-Back/Mellow, Yearning","In Love","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Does Anyone Know","Scorpions","Pure Instinct","1996","Yes","Klaus Meine","3","6:03","Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pop/Rock","Heavy Metal, Pop-Metal","Sentimental","In Love","No","-","-","-","No","-","-","-","1996","-","-","81","-","-","-","-","-"
"Don't Believe Her","Scorpions","Crazy World","1990","Yes","Rarebell, Meine, Vallance","2","4:55","Mercury",7,1,-8.077,127.661,0.00185,0.497,0.887,0.55,0.38,0.0531,0.341,"Pop/Rock","Hair Metal, Hard Rock, Heavy Metal","Fierce, Fiery, Tense/Anxious","Imagination, Revolution, Road Trip","Yes","12 Jan 1991","77","2","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Don't Make No Promises","Scorpions","Animal Magnetism","1979","No","Rarebell","2","2:55","Mercury",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Dreamers","Scorpions","Unbreakable","2003","No","Meine, Bazilian","14","4:47","Sanctuary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Drifting Sun","Scorpions","Fly to the Rainbow","1974","No","Ulrich Roth","3","7:42","BMG International",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pop/Rock","Heavy Metal, Pop-Metal","Yearning",NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Du Bist So Schmutzig","Scorpions","Eye II Eye","1998","No","Klaus Meine","12","3:55","WEA International",2,1,-5.9,95.145,0.000118,0.632,0.74,0.244,0.0731,0.028,0.386,"Pop/Rock","Heavy Metal, Pop-Metal",NA,"Cool & Cocky, In Love","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Dynamite","Scorpions","Blackout","1981","No","Meine, Rarebell","6","4:12","Mercury",6,0,-9.901,114.339,0.000211,0.295,0.869,0.00076,0.438,0.0602,0.735,"Pop/Rock","Heavy Metal, Pop-Metal","Aggressive, Rousing",NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Edge Of Time","Scorpions","Savage Amusement","1987","Yes",NA,"11","3:40","Mercury / Island / mercury",2,1,-6.803,185.586,0.00822,0.424,0.855,0.00016,0.36,0.0481,0.676,"Pop/Rock","Heavy Metal, Pop-Metal",NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Evening Wind","Scorpions","In Trance","1975","No","Roth","7","5:06","Bmg Victor",6,1,-12.178,129.464,0.0274,0.243,0.431,0.53,0.61,0.034,0.134,"Pop/Rock","Heavy Metal, Pop-Metal","Brooding",NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Every Minute Every Day","Scorpions","Savage Amusement","1987","No",NA,"7","4:21","Mercury / Island / mercury",11,1,-12.395,93.87,0.00266,0.516,0.676,6.37e-05,0.0946,0.0308,0.559,"Pop/Rock","Heavy Metal, Pop-Metal","Dramatic, Lively, Nostalgic, Sad","In Love","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Eye Of The Storm","Scorpions","Return to Forever","2011","Yes","Meine","10","4:27","Sony Music",2,1,-5.372,147.942,0.193,0.419,0.73,0,0.0812,0.0341,0.126,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Eye To Eye","Scorpions","Eye II Eye","1998","Yes","Klaus Meine","6","5:04","WEA International",9,0,-8.241,154.041,0.0148,0.662,0.671,0.0972,0.0756,0.0361,0.8,"Pop/Rock","Heavy Metal, Pop-Metal","Rousing",NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Falling In Love","Scorpions","Animal Magnetism","1979","No","Rarebell","6","4:09","Mercury",9,1,-11.164,130.143,0.00543,0.476,0.667,0.654,0.0491,0.0589,0.24,"Electronic, Pop/Rock","Club/Dance, Contemporary Pop/Rock, Hard Rock","Lively","In Love","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Far Away","Scorpions","Fly to the Rainbow","1974","No","M. Schenker, R. Schenker, Meine","6","5:38","BMG International",1,0,-8.724,140.214,0.0816,0.227,0.596,0.000478,0.652,0.0349,0.0903,"Pop/Rock","Heavy Metal, Pop-Metal","Yearning",NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Fast And Furious","Scorpions","Savage Amusement","1987","No",NA,"12","3:08","Mercury / Island / mercury",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Fly People Fly","Scorpions","Fly to the Rainbow","1974","No","Michael Schenker, Meine","4","5:03","BMG International",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pop/Rock","Heavy Metal, Pop-Metal","Passionate, Sentimental",NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
